study,task,predictor,variant,damage_type,damage_level,head_type,metric,n_rows,n_seeds,mean,sd,median,q25,q75,boot_ci_low,boot_ci_high
study3,,,full_surface,uniform,0.15,,active_segments,4,4,218.0,0.0,218.0,218.0,218.0,218.0,218.0
study3,,,full_surface,uniform,0.15,,total_length,4,4,76.15313193613939,4.477503744745624,75.92983305648092,73.06727950899368,79.01568548362663,72.5160366079649,79.79022726431387
study3,,,full_surface,uniform,0.15,,tube_area,4,4,25.09491725615265,1.4689664000250076,24.84980816279583,24.03669398065696,25.908031438291527,23.932151064813795,26.25768344749151
study3,,,full_surface,uniform,0.15,,junction_area,4,4,4.1803220966861865,0.11166391510851707,4.193132677675919,4.100277589044923,4.273177185317183,4.085829838673789,4.274814354698584
study3,,,full_surface,uniform,0.15,,surface,4,4,29.275239352838838,1.500777666067846,28.93563800146962,28.148916907470944,30.061960446837517,28.09966258051025,30.47093841997835
study3,,,full_surface,uniform,0.15,,delivered_traffic,4,4,253.65669902428507,8.828813839448665,253.42115011967803,246.1199431599411,260.957905984022,246.02608156521532,261.2873164833548
study3,,,full_surface,uniform,0.15,,normalized_surface,4,4,0.11548638803279085,0.006342571427628849,0.1171736275272903,0.1126195327577128,0.12004048280236834,0.11034787893720335,0.12026088444840141
study3,,,full_surface,uniform,0.15,,gate_entropy,4,4,0.5720325870781583,0.0018986755443074223,0.5720871703558965,0.5705607530001139,0.5735590044339409,0.5704083524037094,0.5736568217526072
study3,,,full_surface,uniform,0.15,,load_gini,4,4,0.43703182586431133,0.016639984135772633,0.44131868718144673,0.43018533306051077,0.44816517998524724,0.42240667632424883,0.44921645218680384
study3,,,full_surface,uniform,0.15,,surface_degradation,4,4,0.001100591437246625,0.001754936284317605,0.0009228465256713001,-0.00033788822688149997,0.002361326189799425,-0.0003843364976354,0.0025855193721286505
study3,,,full_surface,uniform,0.15,,traffic_degradation,4,4,47.89808050564004,1.9309418344147418,47.88613527415143,46.27512966670471,49.50908611308677,46.229114195967924,49.56704681531215
study3,,,sparsity,load_targeted,0.05,,damage_level,4,4,0.05,0.0,0.05,0.05,0.05,0.05,0.05
study3,,,sparsity,load_targeted,0.05,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,sparsity,load_targeted,0.05,,active_segments,4,4,143.25,7.932002689527196,145.0,139.0,149.25,137.0,149.5
study3,,,sparsity,load_targeted,0.05,,total_length,4,4,49.853741516565854,1.4313403195868837,49.889517675713705,49.24198046726351,50.50127872501604,48.60190399571748,51.06980287826638
study3,,,sparsity,load_targeted,0.05,,tube_area,4,4,10.53287528931649,0.358241263846158,10.533434292796528,10.400515721556,10.66579386055702,10.212092683749244,10.8530988914037
study3,,,sparsity,load_targeted,0.05,,junction_area,4,4,1.7957654892403412,0.05568875162564781,1.8066898671811673,1.7610964428233924,1.8413589135981163,1.7501093170939699,1.8414216613867125
study3,,,sparsity,load_targeted,0.05,,surface,4,4,12.328640778556831,0.392460484481379,12.318149908518851,12.139637912920549,12.507152774155136,12.001479401616237,12.66629302553541
study3,,,sparsity,load_targeted,0.05,,delivered_traffic,4,4,47.49494466559008,2.8301877353054423,47.544990182493976,45.614503406287774,49.425431441796285,45.183130385422174,50.18808644971969
study3,,,sparsity,load_targeted,0.05,,normalized_surface,4,4,0.26005478792618647,0.012608065364869588,0.2594700610183749,0.2546167341202329,0.2649081148243284,0.24929624218290547,0.27139806057727894
study3,,,sparsity,load_targeted,0.05,,gate_entropy,4,4,0.5215470919147167,0.009465792742556595,0.5229026421123295,0.5164826987061607,0.5279670353208856,0.5138885028994079,0.5289331521272077
study3,,,sparsity,load_targeted,0.05,,load_gini,4,4,0.5622975566118416,0.022755168180751843,0.5721296567404773,0.5595633759416258,0.5748638374106931,0.5398866057894485,0.5754157015026987
study3,,,sparsity,load_targeted,0.05,,surface_degradation,4,4,0.04553800204433385,0.003953714092707951,0.044411887156842106,0.043363760780105925,0.04658612842107003,0.04286473712260433,0.04933738185355513
study3,,,sparsity,load_targeted,0.05,,traffic_degradation,4,4,18.925979095679583,1.7979555521270298,18.511074573471948,18.172635606271776,19.264418062879756,17.854610367532015,20.72007072054434
study3,,,sparsity,load_targeted,0.1,,damage_level,4,4,0.1,0.0,0.1,0.1,0.1,0.1,0.1
study3,,,sparsity,load_targeted,0.1,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,sparsity,load_targeted,0.1,,active_segments,4,4,130.25,7.932002689527196,132.0,126.0,136.25,124.0,136.5
study3,,,sparsity,load_targeted,0.1,,total_length,4,4,45.147763296464575,1.1628922577990306,44.81899100294966,44.26287836939489,45.70387593001934,44.258042460810444,46.09545397173291
study3,,,sparsity,load_targeted,0.1,,tube_area,4,4,9.206762853523067,0.26167548540529306,9.115460213485592,9.032297693004445,9.289925374004213,9.02658206147464,9.4452384726631
study3,,,sparsity,load_targeted,0.1,,junction_area,4,4,1.596909820938356,0.0536770019286781,1.612650411507147,1.5811081065373396,1.6284521259081632,1.5462484930573521,1.6329638417253287
study3,,,sparsity,load_targeted,0.1,,surface,4,4,10.80367267446142,0.28169965063254326,10.676316013636976,10.639303105219668,10.840685582878729,10.639232472981785,11.07706903091367
study3,,,sparsity,load_targeted,0.1,,delivered_traffic,4,4,37.44112930497562,2.260620548834328,38.15667915484303,36.649296941290544,38.94851151852811,35.40127425885364,39.11878285016379
study3,,,sparsity,load_targeted,0.1,,normalized_surface,4,4,0.2892687333022387,0.017337646803330786,0.28643780285972886,0.28091623501778457,0.2947903011441829,0.2757287067160704,0.3056396903309167
study3,,,sparsity,load_targeted,0.1,,gate_entropy,4,4,0.4881741293369512,0.008993214615128555,0.48958439524593367,0.4832168020717867,0.49454172251109824,0.48104454919710465,0.49527387638681797
study3,,,sparsity,load_targeted,0.1,,load_gini,4,4,0.5592159226823016,0.019707424241215705,0.562131756538636,0.5521410753355839,0.5692066038853537,0.5410047080320031,0.5745113034762657
study3,,,sparsity,load_targeted,0.1,,surface_degradation,4,4,0.07475194742038604,0.009050104977448917,0.07137962899819605,0.06966326167765757,0.07646831474092453,0.06917356420479455,0.08357901160719285
study3,,,sparsity,load_targeted,0.1,,traffic_degradation,4,4,28.979794456294055,2.890751750455103,28.638010590762214,27.907087653598953,29.710717393457315,27.209543055809327,31.789374320100244
study3,,,sparsity,load_targeted,0.15,,damage_level,4,4,0.15,0.0,0.15,0.15,0.15,0.15,0.15
study3,,,sparsity,load_targeted,0.15,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,sparsity,load_targeted,0.15,,active_segments,4,4,118.25,7.932002689527196,120.0,114.0,124.25,112.0,124.5
study3,,,sparsity,load_targeted,0.15,,total_length,4,4,41.31235574992065,0.7728842884246349,41.20073889711196,40.76709318658678,41.746001460445825,40.69992959202385,41.92478190781744
study3,,,sparsity,load_targeted,0.15,,tube_area,4,4,8.207033591730532,0.15677675717920525,8.161951984148825,8.097282076818429,8.27170349906093,8.091839708648266,8.34313768098455
study3,,,sparsity,load_targeted,0.15,,junction_area,4,4,1.4470782095055332,0.04522475441794501,1.462770454836144,1.435936817774481,1.4739118465671963,1.403889271388481,1.4764053472033183
study3,,,sparsity,load_targeted,0.15,,surface,4,4,9.654111801236064,0.1685696051536297,9.579703055956575,9.555728586107108,9.678086271085531,9.55461016348441,9.817712583276522
study3,,,sparsity,load_targeted,0.15,,delivered_traffic,4,4,30.72138248260783,1.9850459421394302,31.479661960288276,30.398189409299924,31.80285503359618,28.76676635755298,32.02402354002818
study3,,,sparsity,load_targeted,0.15,,normalized_surface,4,4,0.31524001398372653,0.02112988053429057,0.309089299200039,0.3035545418312976,0.3207747713524679,0.301077501174962,0.33555324157617855
study3,,,sparsity,load_targeted,0.15,,gate_entropy,4,4,0.4571358406161159,0.008542057594557851,0.4580311248218826,0.45195789525207997,0.4632090701859185,0.4502434785181696,0.46402820271406225
study3,,,sparsity,load_targeted,0.15,,load_gini,4,4,0.5664766639652409,0.019432655862699502,0.5669677014378147,0.5559910280981203,0.5774533373049353,0.5507855218880475,0.5816767685698604
study3,,,sparsity,load_targeted,0.15,,surface_degradation,4,4,0.10072322810187392,0.01348739135002213,0.09521484469836419,0.0934852878510286,0.10245278494920952,0.09289342817109959,0.11408442253238367
study3,,,sparsity,load_targeted,0.15,,traffic_degradation,4,4,35.69954127866184,3.2538306266614287,35.451384215739346,34.294551616011944,36.856373878389235,33.52882880301113,38.88413363023585
study3,,,sparsity,none,0.0,,damage_level,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
study3,,,sparsity,none,0.0,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,sparsity,none,0.0,,active_segments,4,4,156.25,7.932002689527196,158.0,152.0,162.25,150.0,162.5
study3,,,sparsity,none,0.0,,total_length,4,4,54.687126874853845,1.5972223837146347,55.00364225158098,54.22169617604825,55.469072950386575,53.15866493157843,55.89907344140214
study3,,,sparsity,none,0.0,,tube_area,4,4,12.131949789414662,0.4682528799689108,12.274609012990208,11.922973135027606,12.483585667377266,11.742031809994366,12.483733940811497
study3,,,sparsity,none,0.0,,junction_area,4,4,2.092323258219694,0.05098661757096278,2.0885167158210076,2.0560226021561614,2.1248173718845402,2.0507433977963037,2.1429888654016285
study3,,,sparsity,none,0.0,,surface,4,4,14.224273047634357,0.5146651615425687,14.363125728811216,13.978995737183766,14.608403039261805,13.81018920484185,14.626722806213127
study3,,,sparsity,none,0.0,,delivered_traffic,4,4,66.42092376126966,4.298578444535304,65.399600550026,63.16129539931024,68.65922891198542,63.05815448141461,70.90815717026403
study3,,,sparsity,none,0.0,,normalized_surface,4,4,0.21451678588185252,0.008880052849855635,0.21505817386153275,0.21125297334012688,0.21832198640325837,0.20643150506030106,0.22206067872372376
study3,,,sparsity,none,0.0,,gate_entropy,4,4,0.553443917883563,0.010070759710595255,0.5538852723310875,0.547371226443016,0.5599579637716345,0.5454365081727552,0.5614513275943707
study3,,,sparsity,none,0.0,,load_gini,4,4,0.602016175362875,0.02015971048711128,0.6098015522284433,0.5985133199999024,0.613304407591416,0.5832543535841699,0.6142641678354707
study3,,,sparsity,spatial,0.05,,damage_level,4,4,0.05,0.0,0.05,0.05,0.05,0.05,0.05
study3,,,sparsity,spatial,0.05,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,sparsity,spatial,0.05,,active_segments,4,4,148.25,6.18465843842649,150.0,145.25,153.0,143.25,153.0
study3,,,sparsity,spatial,0.05,,total_length,4,4,52.46346574219738,1.3548516061439688,52.75068127223267,52.06111366692169,53.153033347508355,51.171072380593486,53.46864357376599
study3,,,sparsity,spatial,0.05,,tube_area,4,4,11.636423314733593,0.3828752649734076,11.76509876169418,11.524485348813425,11.87703672761435,11.27940565555786,11.89451584053214
study3,,,sparsity,spatial,0.05,,junction_area,4,4,2.024566460381013,0.033368249640828254,2.024141715011082,2.0053897701437555,2.043318405248339,1.9989338077246717,2.057079820826368
study3,,,sparsity,spatial,0.05,,surface,4,4,13.660989775114606,0.4119944535283821,13.80300189228329,13.529875118957179,13.93411654844072,13.284912199876585,13.944714953569495
study3,,,sparsity,spatial,0.05,,delivered_traffic,4,4,62.7963452985055,3.3134330920297073,61.73827147343418,60.615715726348355,63.918901045591326,60.48185394667608,66.30277225507851
study3,,,sparsity,spatial,0.05,,normalized_surface,4,4,0.21783655587069814,0.009160601322294612,0.21891261444992577,0.21295700518135594,0.22379216513926797,0.21037940252968865,0.22493826947442125
study3,,,sparsity,spatial,0.05,,gate_entropy,4,4,0.5251718418258385,0.009002152829753331,0.526030464221457,0.5210818351644972,0.5301204708827983,0.5173514509428793,0.531743727987219
study3,,,sparsity,spatial,0.05,,load_gini,4,4,0.6241194391078475,0.019634897452860678,0.627508067593921,0.61533519277635,0.6362923139254184,0.6093927633287246,0.6386638443529032
study3,,,sparsity,spatial,0.05,,surface_degradation,4,4,0.0033197699888455746,0.002240276176241976,0.0027850993892981997,0.002156971908756275,0.0039478974693875,0.0017040318412289252,0.0054701787360096
study3,,,sparsity,spatial,0.05,,traffic_degradation,4,4,3.624578462764166,1.216486173163113,3.5878278489365236,2.607021396515161,4.605384915185528,2.5763005347385217,4.672856390789811
study3,,,sparsity,spatial,0.1,,damage_level,4,4,0.1,0.0,0.1,0.1,0.1,0.1,0.1
study3,,,sparsity,spatial,0.1,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,sparsity,spatial,0.1,,active_segments,4,4,138.75,8.180260794538684,140.0,133.5,145.25,132.0,145.5
study3,,,sparsity,spatial,0.1,,total_length,4,4,49.1680896653243,1.134369736004866,49.27899437653183,48.31545331257166,50.131630729284474,48.199504640100955,50.14171865181085
study3,,,sparsity,spatial,0.1,,tube_area,4,4,10.92238952074379,0.4059033865753805,10.904399735014657,10.617346545441794,11.209442710316653,10.582469569218077,11.315176234222355
study3,,,sparsity,spatial,0.1,,junction_area,4,4,1.9765334439655335,0.05677304696624198,1.9828720452467237,1.9483197475606753,2.011085741651582,1.9335984609824446,2.0278511122456626
study3,,,sparsity,spatial,0.1,,surface,4,4,12.898922964709325,0.4604358309261881,12.88727178026138,12.565666293002469,13.220528451968235,12.51606803020052,13.343027346468018
study3,,,sparsity,spatial,0.1,,delivered_traffic,4,4,60.5849871272629,4.487404051034971,59.67256894081436,57.479025125269175,62.77853094280809,57.14965167569699,65.26211421484953
study3,,,sparsity,spatial,0.1,,normalized_surface,4,4,0.21335724647936946,0.008261328164317922,0.2160348658278879,0.2107722598034201,0.21861985250383725,0.20462824242180588,0.2190142418461259
study3,,,sparsity,spatial,0.1,,gate_entropy,4,4,0.4968446466197469,0.01045646855030864,0.4970481003965227,0.4906613802570141,0.5032313667592555,0.48864297921482325,0.5050463140246705
study3,,,sparsity,spatial,0.1,,load_gini,4,4,0.6454367253144991,0.024224684302085246,0.6561250412513345,0.6442431857316518,0.6573185808341818,0.6219839093771271,0.659187501496554
study3,,,sparsity,spatial,0.1,,surface_degradation,4,4,-0.0011595394024830747,0.005158508311536566,-0.0019786679164967,-0.00338241924220075,0.0002442119232209752,-0.0053128955036011,0.0027600044429476256
study3,,,sparsity,spatial,0.1,,traffic_degradation,4,4,5.835936634006767,0.736600020952991,5.763370462295917,5.407405104095304,6.191901992207381,5.282111922101176,6.385778508356005
study3,,,sparsity,spatial,0.15,,damage_level,4,4,0.15,0.0,0.15,0.15,0.15,0.15,0.15
study3,,,sparsity,spatial,0.15,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,sparsity,spatial,0.15,,active_segments,4,4,133.0,7.0710678118654755,133.5,130.0,136.5,126.75,138.75
study3,,,sparsity,spatial,0.15,,total_length,4,4,46.170778780832094,1.9490306004874856,46.60543197161432,45.334868769388535,47.441341983057875,44.63233666695055,47.77624961851825
study3,,,sparsity,spatial,0.15,,tube_area,4,4,10.246161020505662,0.5273511069147674,10.264715741976076,9.93580872045493,10.575068042026807,9.83139779436669,10.746780451262461
study3,,,sparsity,spatial,0.15,,junction_area,4,4,1.8925530941458732,0.04792283642045123,1.9053442545720842,1.8691445162297202,1.9287528324882375,1.8535959447627355,1.9294210483172933
study3,,,sparsity,spatial,0.15,,surface,4,4,12.138714114651536,0.5597964853174764,12.144477675695736,11.778034484174118,12.505157306173157,11.687082934341145,12.675533283750699
study3,,,sparsity,spatial,0.15,,delivered_traffic,4,4,56.45876223654301,3.2672669913252395,56.545413526273215,54.963994961946554,58.04018080086967,53.652697261474444,59.54848380751761
study3,,,sparsity,spatial,0.15,,normalized_surface,4,4,0.21522840645346716,0.008580088976159106,0.21420879449600833,0.2102505755700703,0.21918662537940523,0.2088898143445635,0.22264864289512085
study3,,,sparsity,spatial,0.15,,gate_entropy,4,4,0.47059890546364225,0.008520139906620277,0.47028954393115363,0.46433391092345866,0.47655453847133716,0.4634979576315176,0.4776998532957669
study3,,,sparsity,spatial,0.15,,load_gini,4,4,0.6647847831002116,0.013540830251368638,0.6702173922419042,0.6619905200853278,0.6730116552567882,0.6518392778798545,0.6732849174286002
study3,,,sparsity,spatial,0.15,,surface_degradation,4,4,0.0007116205716145997,0.006640021147534823,0.00109677272258115,-0.00146919829341275,0.0032775915876085,-0.003723920221070225,0.006478560585491575
study3,,,sparsity,spatial,0.15,,traffic_degradation,4,4,9.962161524726659,1.7954353928243494,10.32951077406987,9.551461254526597,10.740211044269934,8.527225418794291,11.359673362746422
study3,,,sparsity,uniform,0.05,,damage_level,4,4,0.05,0.0,0.05,0.05,0.05,0.05,0.05
study3,,,sparsity,uniform,0.05,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,sparsity,uniform,0.05,,active_segments,4,4,148.5,6.027713773341708,148.5,144.25,152.75,143.5,153.5
study3,,,sparsity,uniform,0.05,,total_length,4,4,51.69525881459484,1.8373934731140147,52.150317769383165,50.85007336595317,52.99550321802482,50.14279604693829,53.08340407152845
study3,,,sparsity,uniform,0.05,,tube_area,4,4,11.481016290114137,0.48345007302412346,11.634144073839952,11.358776927417516,11.756383436536574,11.01678844186838,11.795124476314903
study3,,,sparsity,uniform,0.05,,junction_area,4,4,2.03215388091387,0.03902002289735686,2.0445120156475323,2.020813752077549,2.055852144483853,1.9954858737982608,2.0583648137759027
study3,,,sparsity,uniform,0.05,,surface,4,4,13.513170171028008,0.5205500051176877,13.678656089487484,13.39283186881147,13.79899439170402,13.007860585894505,13.852993837702034
study3,,,sparsity,uniform,0.05,,delivered_traffic,4,4,63.04418191230815,2.8537306995634952,63.30751574243841,61.24514482528984,65.10655282945672,60.717775360832306,65.63462409811126
study3,,,sparsity,uniform,0.05,,normalized_surface,4,4,0.21446515596020388,0.006631210534913078,0.21438894663711316,0.21200241492997446,0.21685168766734259,0.20855863933528843,0.22044788190821002
study3,,,sparsity,uniform,0.05,,gate_entropy,4,4,0.5252670677112181,0.007499544869628266,0.524453738787334,0.5192802801128499,0.5304405263857022,0.5189802977217436,0.5315538377006925
study3,,,sparsity,uniform,0.05,,load_gini,4,4,0.6204234803179589,0.015404369945294472,0.626749097497333,0.6183217509793038,0.6288508268359883,0.6058266899817589,0.6294472877080711
study3,,,sparsity,uniform,0.05,,surface_degradation,4,4,-5.1629921648636346e-05,0.002356351067078974,-0.0006692272244195725,-0.0014702987359157252,0.0007494415898475162,-0.00168751227005415,0.002127134274987375
study3,,,sparsity,uniform,0.05,,traffic_degradation,4,4,3.3767418489615206,2.113388678135322,3.1468237365026397,2.2890252797564816,4.234540305707679,1.7098687382291384,5.273533072152784
study3,,,sparsity,uniform,0.1,,damage_level,4,4,0.1,0.0,0.1,0.1,0.1,0.1,0.1
study3,,,sparsity,uniform,0.1,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,sparsity,uniform,0.1,,active_segments,4,4,140.75,6.4485140407177015,141.5,136.75,145.5,135.5,146.0
study3,,,sparsity,uniform,0.1,,total_length,4,4,49.41155598418545,1.4104776632976237,50.0298506067074,49.31044432394449,50.130962266948366,48.04877748600741,50.23180683096656
study3,,,sparsity,uniform,0.1,,tube_area,4,4,10.992222074008957,0.43987911824366144,11.103041180606445,10.91726272050875,11.178000534106651,10.62368477988937,11.323893073005998
study3,,,sparsity,uniform,0.1,,junction_area,4,4,1.9880766931870173,0.06086477825726685,1.9890630184327054,1.9696608282359451,2.0074788833837776,1.949825437386193,2.043573113828994
study3,,,sparsity,uniform,0.1,,surface,4,4,12.980298767195976,0.4987094960085849,13.092104199039152,12.886923548744699,13.185479417490429,12.57351021727556,13.36746618683499
study3,,,sparsity,uniform,0.1,,delivered_traffic,4,4,60.98810779963314,4.098910384850711,60.277181131391806,58.76349777132876,62.50179115969619,58.12894180619185,65.19275642645268
study3,,,sparsity,uniform,0.1,,normalized_surface,4,4,0.2131745745053994,0.007732061692819166,0.21502941920454754,0.2111529228314345,0.21705107087851244,0.2052286693854951,0.21880845010108385
study3,,,sparsity,uniform,0.1,,gate_entropy,4,4,0.49833638491328824,0.009691572238738616,0.49779344706070716,0.49099827984430966,0.5051315521296857,0.49022542383767415,0.5064473459889024
study3,,,sparsity,uniform,0.1,,load_gini,4,4,0.6410087186941169,0.019427027058462158,0.6494388698241501,0.6400423143689385,0.6504052741493285,0.6213618820464148,0.6522254042117859
study3,,,sparsity,uniform,0.1,,surface_degradation,4,4,-0.0013422113764531248,0.0026573250553179667,-0.0014881229206448999,-0.002642469999960875,-0.00018786429713715,-0.0035247279293980746,0.0005418198346927002
study3,,,sparsity,uniform,0.1,,traffic_degradation,4,4,5.432815961636527,1.3855001556552968,5.936419248050292,4.9842414069687315,6.384993802718088,4.184978246000298,6.391531348908008
study3,,,sparsity,uniform,0.15,,damage_level,4,4,0.15,0.0,0.15,0.15,0.15,0.15,0.15
study3,,,sparsity,uniform,0.15,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,sparsity,uniform,0.15,,active_segments,4,4,134.25,5.315072906367325,134.5,131.0,137.75,130.0,138.5
study3,,,sparsity,uniform,0.15,,total_length,4,4,46.4425284195558,2.047762904768565,46.61300483491303,45.45614398575111,47.59938926871772,44.700019334491394,48.014561089262976
study3,,,sparsity,uniform,0.15,,tube_area,4,4,10.278861605134015,0.4343715385946064,10.332596281299182,10.169318826238916,10.442139060194279,9.858714176463762,10.645274357639103
study3,,,sparsity,uniform,0.15,,junction_area,4,4,1.8939864661115828,0.03209571131658634,1.8914948993379603,1.8752199409664567,1.9102614244830864,1.8697172540229003,1.9261566909337777
study3,,,sparsity,uniform,0.15,,surface,4,4,12.172848071245598,0.44423031842851335,12.229074314184388,12.043196790509151,12.358725594920834,11.749557210998102,12.539912688554306
study3,,,sparsity,uniform,0.15,,delivered_traffic,4,4,56.3901744917014,3.273907200793681,55.752132907456456,54.706251640772024,57.436055758385834,53.93850310897332,59.744690258988456
study3,,,sparsity,uniform,0.15,,normalized_surface,4,4,0.21632619744808446,0.013092517022841595,0.21725824726629026,0.20759384686424714,0.22599059785012757,0.20550328876714985,0.22714910612901906
study3,,,sparsity,uniform,0.15,,gate_entropy,4,4,0.4721948963945742,0.0076875245671074776,0.4740029597341937,0.468289348974814,0.4779085071539539,0.4659818168319836,0.4781661788233424
study3,,,sparsity,uniform,0.15,,load_gini,4,4,0.6573391190792203,0.011850886978502728,0.661288608701224,0.6557992281976275,0.6628284995828169,0.6466922533070886,0.6653551226209002
study3,,,sparsity,uniform,0.15,,surface_degradation,4,4,0.0018094115662319,0.005931680961443617,0.0014187497277063001,-0.0024609878376513246,0.005689149131589525,-0.00306005715676555,0.00667888028922935
study3,,,sparsity,uniform,0.15,,traffic_degradation,4,4,10.030749269568267,1.5032027304571822,10.414030896566999,9.281313254859688,11.163466911275577,8.814835205311498,11.193320032437583
study3,,,tube_only,load_targeted,0.05,,damage_level,4,4,0.05,0.0,0.05,0.05,0.05,0.05,0.05
study3,,,tube_only,load_targeted,0.05,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,tube_only,load_targeted,0.05,,active_segments,4,4,227.75,2.9860788111948193,228.0,226.25,229.5,225.25,230.0
study3,,,tube_only,load_targeted,0.05,,total_length,4,4,92.93274127471219,5.0865717377858415,90.8305460938671,90.13085084316643,93.63243652541288,89.9488531373724,97.9419735262378
study3,,,tube_only,load_targeted,0.05,,tube_area,4,4,23.146908206674908,1.5047218639917896,22.809504740663574,22.23384523411775,23.72256771322073,22.073707818236983,24.509888431672408
study3,,,tube_only,load_targeted,0.05,,junction_area,4,4,3.323052441307717,0.21432255582109236,3.3710019042281205,3.2180510502685484,3.4760032952672892,3.1456029752984263,3.487623233126849
study3,,,tube_only,load_targeted,0.05,,surface,4,4,26.469960647982624,1.673661850732612,26.203746520610814,25.451896284386297,27.221810884207137,25.23218946772557,27.92758106249033
study3,,,tube_only,load_targeted,0.05,,delivered_traffic,4,4,157.37597158216576,16.662518035573417,162.3868165142651,151.08400805752677,168.6787800389041,142.5617177684881,169.33741291376788
study3,,,tube_only,load_targeted,0.05,,normalized_surface,4,4,0.1690112131889156,0.012050618814694769,0.16723090942593127,0.16199455777620875,0.17424756483863812,0.16021857508991136,0.17962995325548903
study3,,,tube_only,load_targeted,0.05,,gate_entropy,4,4,0.5604299864323095,0.007309458133753308,0.5609661305122372,0.5552214951644296,0.566174621780117,0.5542716884231023,0.5665882844415167
study3,,,tube_only,load_targeted,0.05,,load_gini,4,4,0.4778140510510191,0.009665757597472019,0.4771424004444801,0.47103353191508984,0.4839229195804093,0.469960453326945,0.48741237796977704
study3,,,tube_only,load_targeted,0.05,,surface_degradation,4,4,0.018317672857369474,0.001899276574469861,0.017899419162947197,0.017134435243213,0.019082656777103673,0.0169431718367136,0.020014830722329624
study3,,,tube_only,load_targeted,0.05,,traffic_degradation,4,4,40.83195470563193,3.27248317416351,41.15493124100813,39.07622571182694,42.910660234813115,38.173726531267974,43.36442447749674
study3,,,tube_only,load_targeted,0.1,,damage_level,4,4,0.1,0.0,0.1,0.1,0.1,0.1,0.1
study3,,,tube_only,load_targeted,0.1,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,tube_only,load_targeted,0.1,,active_segments,4,4,214.75,2.9860788111948193,215.0,213.25,216.5,212.25,217.0
study3,,,tube_only,load_targeted,0.1,,total_length,4,4,86.57006839442624,4.959908945957928,84.51341539028421,83.5795727041208,87.50391108058963,83.50764321362658,91.33011947202756
study3,,,tube_only,load_targeted,0.1,,tube_area,4,4,20.924281696762286,1.4454814335374981,20.585661088282563,19.964631197939546,21.545311587105303,19.85550331754347,22.18485755988344
study3,,,tube_only,load_targeted,0.1,,junction_area,4,4,3.018554369459779,0.2235109847917419,3.058061049279917,2.899636655570232,3.1769787631694646,2.838631730205224,3.1935589322372673
study3,,,tube_only,load_targeted,0.1,,surface,4,4,23.942836066222064,1.6220974324858435,23.676882475698086,22.86426785350978,24.75545068841037,22.69905312422576,25.29408738157423
study3,,,tube_only,load_targeted,0.1,,delivered_traffic,4,4,130.67492344055097,15.225322908407199,134.79221512073872,124.18013576600707,141.28700279528263,117.52705013876341,141.9533612369387
study3,,,tube_only,load_targeted,0.1,,normalized_surface,4,4,0.18431091542425315,0.014378035783091747,0.18190800355629605,0.17637000453526214,0.18984891444528706,0.17416675749868454,0.19739385626212824
study3,,,tube_only,load_targeted,0.1,,gate_entropy,4,4,0.5354225022738858,0.005593659114547484,0.536528367495946,0.5329534572189096,0.5389974125509223,0.5305484081267515,0.5395685490211325
study3,,,tube_only,load_targeted,0.1,,load_gini,4,4,0.48198340032907877,0.011743438966002948,0.4840159244364507,0.47468254811813326,0.4913167766473962,0.47236455789048204,0.4916022427676755
study3,,,tube_only,load_targeted,0.1,,surface_degradation,4,4,0.03361737509270703,0.004274496497378486,0.032576513293312,0.031509882002266405,0.03468400638375262,0.0308913542454868,0.03777873372896887
study3,,,tube_only,load_targeted,0.1,,traffic_degradation,4,4,67.5330028472467,4.7387394506066185,68.73408150094997,65.66427342830085,70.60281091989583,63.30594345254902,70.95902587102313
study3,,,tube_only,load_targeted,0.15,,damage_level,4,4,0.15,0.0,0.15,0.15,0.15,0.15,0.15
study3,,,tube_only,load_targeted,0.15,,segments,4,4,256.0,0.0,256.0,256.0,256.0,256.0,256.0
study3,,,tube_only,load_targeted,0.15,,active_segments,4,4,202.75,2.9860788111948193,203.0,201.25,204.5,200.25,205.0
study3,,,tube_only,load_targeted,0.15,,total_length,4,4,80.8149619046093,4.671805428393571,79.04833502464868,77.69342428495887,82.1698726442991,77.6649241426192,85.09692139022462
study3,,,tube_only,load_targeted,0.15,,tube_area,4,4,19.04988374063807,1.3516104580438446,18.762316543563642,18.026226905772255,19.785973378429453,17.98044399102525,20.11932349025089
